product_id,product_name,category,subcategory,brand,unit_cost,unit_price,margin_percent,weight_kg,stock_quantity,reorder_level,supplier_id,is_active,launch_date
PROD00392,ModernHome Garden Product 392,Home & Garden,Garden,ModernHome,97.29,152.47,56.7,32.2,888,59,SUP028,True,2023-10-13
PROD00393,StyleHub Women Product 393,Clothing,Women,StyleHub,297.56,465.07,56.3,32.3,983,59,SUP047,True,2024-01-02
PROD00394,ElectroPro Computers Product 394,Electronics,Computers,ElectroPro,383.63,659.84,72.0,24.58,833,35,SUP050,False,2020-07-30
PROD00395,GadgetMax Computers Product 395,Electronics,Computers,GadgetMax,302.71,447.61,47.9,19.6,473,35,SUP035,True,2020-01-28
PROD00396,GardenPro Storage Product 396,Home & Garden,Storage,GardenPro,85.2,130.76,53.5,38.33,103,39,SUP045,True,2022-01-10
PROD00397,TechCorp Video Product 397,Electronics,Video,TechCorp,198.26,345.18,74.1,5.18,258,55,SUP036,False,2022-04-10
PROD00398,TechCorp Computers Product 398,Electronics,Computers,TechCorp,52.97,73.45,38.7,35.37,742,50,SUP007,True,2023-11-01
PROD00399,NaturalStyle Garden Product 399,Home & Garden,Garden,NaturalStyle,371.92,622.93,67.5,44.57,906,32,SUP001,True,2020-08-24
PROD00400,ComfortFit Accessories Product 400,Clothing,Accessories,ComfortFit,240.22,417.14,73.7,23.09,400,11,SUP030,True,2022-03-11
PROD00401,TrendyWear Kids Product 401,Clothing,Kids,TrendyWear,183.28,278.85,52.1,47.61,361,54,SUP024,True,2024-12-28
PROD00402,GadgetMax Computers Product 402,Electronics,Computers,GadgetMax,28.35,50.76,79.0,40.08,149,21,SUP002,True,2020-04-23
PROD00403,TechCorp Accessories Product 403,Electronics,Accessories,TechCorp,30.18,39.29,30.2,6.62,841,46,SUP030,True,2023-12-10
PROD00404,DigiWorld Video Product 404,Electronics,Video,DigiWorld,491.73,854.35,73.7,43.93,591,85,SUP007,True,2020-11-14
PROD00405,ComfortFit Men Product 405,Clothing,Men,ComfortFit,439.09,644.16,46.7,7.75,281,90,SUP027,True,2020-03-05
PROD00406,TechCorp Video Product 406,Electronics,Video,TechCorp,220.48,366.68,66.3,43.63,110,46,SUP001,True,2020-09-27
PROD00407,GadgetMax Mobile Product 407,Electronics,Mobile,GadgetMax,303.31,515.03,69.8,16.8,402,100,SUP028,True,2021-02-09
PROD00408,UrbanStyle Kids Product 408,Clothing,Kids,UrbanStyle,299.03,488.92,63.5,35.44,364,46,SUP049,True,2021-06-11
PROD00409,TrendyWear Sports Product 409,Clothing,Sports,TrendyWear,170.44,249.34,46.3,35.9,455,16,SUP017,True,2023-10-06
PROD00410,SmartTech Video Product 410,Electronics,Video,SmartTech,184.09,270.19,46.8,4.32,141,61,SUP030,True,2023-07-22
PROD00411,ModernHome Furniture Product 411,Home & Garden,Furniture,ModernHome,348.61,501.95,44.0,41.32,519,76,SUP033,False,2023-09-13
PROD00412,TechCorp Video Product 412,Electronics,Video,TechCorp,13.78,19.16,39.0,43.45,905,73,SUP046,True,2023-09-15
PROD00413,ComfortFit Accessories Product 413,Clothing,Accessories,ComfortFit,11.19,18.33,63.8,25.68,285,50,SUP010,True,2023-06-07
PROD00414,ModernHome Garden Product 414,Home & Garden,Garden,ModernHome,353.19,590.7,67.2,32.02,634,76,SUP029,True,2021-12-02
PROD00415,GardenPro Garden Product 415,Home & Garden,Garden,GardenPro,341.31,512.54,50.2,43.89,651,69,SUP023,False,2023-12-17
PROD00416,TrendyWear Kids Product 416,Clothing,Kids,TrendyWear,23.88,36.03,50.9,25.62,259,33,SUP007,True,2024-07-23
PROD00417,StyleHub Kids Product 417,Clothing,Kids,StyleHub,455.51,727.21,59.6,10.65,174,41,SUP043,False,2021-09-26
PROD00418,GardenPro Storage Product 418,Home & Garden,Storage,GardenPro,48.04,73.23,52.4,16.45,329,49,SUP005,False,2023-12-15
PROD00419,GardenPro Decor Product 419,Home & Garden,Decor,GardenPro,328.15,563.49,71.7,31.2,994,96,SUP027,False,2021-11-02
PROD00420,ComfortFit Accessories Product 420,Clothing,Accessories,ComfortFit,28.96,43.37,49.8,24.01,778,12,SUP033,False,2023-01-21
PROD00421,ElectroPro Accessories Product 421,Electronics,Accessories,ElectroPro,122.41,194.8,59.1,13.52,725,33,SUP033,True,2024-10-30
PROD00422,ModernHome Garden Product 422,Home & Garden,Garden,ModernHome,101.17,179.68,77.6,36.41,468,80,SUP036,True,2020-12-16
PROD00423,UrbanStyle Women Product 423,Clothing,Women,UrbanStyle,186.06,243.62,30.9,13.22,733,34,SUP021,True,2022-08-13
PROD00424,FashionPlus Women Product 424,Clothing,Women,FashionPlus,138.27,217.78,57.5,16.08,112,56,SUP025,True,2021-05-20
PROD00425,GadgetMax Accessories Product 425,Electronics,Accessories,GadgetMax,25.48,42.34,66.2,1.61,832,39,SUP001,True,2021-05-26
PROD00426,SmartTech Computers Product 426,Electronics,Computers,SmartTech,342.39,542.9,58.6,29.62,115,35,SUP001,True,2024-12-01
PROD00427,NaturalStyle Garden Product 427,Home & Garden,Garden,NaturalStyle,344.73,458.81,33.1,14.57,231,30,SUP003,False,2020-08-12
PROD00428,GardenPro Kitchen Product 428,Home & Garden,Kitchen,GardenPro,497.16,769.18,54.7,16.72,575,87,SUP026,False,2020-02-22
PROD00429,ModernHome Garden Product 429,Home & Garden,Garden,ModernHome,358.68,537.35,49.8,2.9,936,42,SUP039,True,2024-08-11
PROD00430,GardenPro Garden Product 430,Home & Garden,Garden,GardenPro,385.45,561.29,45.6,47.58,709,70,SUP023,True,2022-08-19
PROD00431,NaturalStyle Storage Product 431,Home & Garden,Storage,NaturalStyle,194.84,294.91,51.4,21.54,615,22,SUP034,True,2023-11-23
PROD00432,UrbanStyle Men Product 432,Clothing,Men,UrbanStyle,478.58,649.56,35.7,37.64,100,35,SUP010,False,2023-07-19
PROD00433,NaturalStyle Kitchen Product 433,Home & Garden,Kitchen,NaturalStyle,387.27,558.45,44.2,21.2,191,38,SUP002,True,2024-01-12
PROD00434,TrendyWear Men Product 434,Clothing,Men,TrendyWear,341.16,492.6,44.4,42.04,628,100,SUP031,False,2024-11-08
PROD00435,SmartTech Mobile Product 435,Electronics,Mobile,SmartTech,299.75,531.08,77.2,2.89,799,64,SUP018,True,2021-04-06
PROD00436,ModernHome Storage Product 436,Home & Garden,Storage,ModernHome,318.77,536.61,68.3,3.52,461,100,SUP009,True,2021-06-07
PROD00437,StyleHub Accessories Product 437,Clothing,Accessories,StyleHub,262.83,385.49,46.7,27.87,110,57,SUP043,True,2020-04-04
PROD00438,DigiWorld Computers Product 438,Electronics,Computers,DigiWorld,384.71,534.65,39.0,27.7,348,25,SUP012,True,2021-05-05
PROD00439,ElectroPro Accessories Product 439,Electronics,Accessories,ElectroPro,229.73,303.29,32.0,40.11,65,96,SUP004,False,2024-08-19
PROD00440,SmartTech Accessories Product 440,Electronics,Accessories,SmartTech,261.45,456.07,74.4,17.92,682,19,SUP009,True,2024-03-02
PROD00441,ModernHome Decor Product 441,Home & Garden,Decor,ModernHome,443.2,797.19,79.9,31.92,266,44,SUP050,False,2024-09-20
PROD00442,FashionPlus Kids Product 442,Clothing,Kids,FashionPlus,131.78,227.64,72.7,41.49,675,50,SUP035,False,2023-05-24
PROD00443,TrendyWear Men Product 443,Clothing,Men,TrendyWear,485.29,740.95,52.7,41.59,399,29,SUP025,False,2020-01-01
PROD00444,ModernHome Garden Product 444,Home & Garden,Garden,ModernHome,187.03,322.84,72.6,42.97,166,84,SUP042,False,2023-06-16
PROD00445,FashionPlus Accessories Product 445,Clothing,Accessories,FashionPlus,383.3,600.76,56.7,13.46,937,34,SUP020,True,2023-06-21
PROD00446,ElectroPro Audio Product 446,Electronics,Audio,ElectroPro,445.85,713.99,60.1,3.83,375,82,SUP040,False,2020-01-13
PROD00447,CozyLiving Decor Product 447,Home & Garden,Decor,CozyLiving,27.04,38.55,42.6,38.69,935,20,SUP011,True,2024-11-08
PROD00448,SmartTech Computers Product 448,Electronics,Computers,SmartTech,85.72,130.71,52.5,6.3,475,44,SUP035,True,2023-01-03
PROD00449,ComfortFit Kids Product 449,Clothing,Kids,ComfortFit,279.32,390.71,39.9,36.78,306,72,SUP019,True,2021-02-23
PROD00450,GardenPro Storage Product 450,Home & Garden,Storage,GardenPro,136.02,225.68,65.9,6.12,884,95,SUP048,False,2020-07-07
PROD00451,NaturalStyle Decor Product 451,Home & Garden,Decor,NaturalStyle,214.55,312.13,45.5,18.3,892,64,SUP026,True,2022-06-28
PROD00452,ElectroPro Video Product 452,Electronics,Video,ElectroPro,319.07,510.79,60.1,21.53,358,97,SUP030,False,2021-03-11
PROD00453,TrendyWear Kids Product 453,Clothing,Kids,TrendyWear,56.59,86.07,52.1,11.72,288,91,SUP043,True,2020-01-05
PROD00454,SmartTech Video Product 454,Electronics,Video,SmartTech,189.85,291.12,53.3,27.06,748,22,SUP014,True,2021-07-27
PROD00455,ElectroPro Accessories Product 455,Electronics,Accessories,ElectroPro,284.34,463.56,63.0,19.74,974,86,SUP004,False,2020-04-14
PROD00456,ComfortFit Women Product 456,Clothing,Women,ComfortFit,172.16,290.05,68.5,5.05,387,20,SUP042,True,2022-01-11
PROD00457,ComfortFit Women Product 457,Clothing,Women,ComfortFit,175.54,306.6,74.7,0.32,689,33,SUP029,True,2021-03-26
PROD00458,GardenPro Storage Product 458,Home & Garden,Storage,GardenPro,310.42,467.28,50.5,44.53,464,54,SUP002,True,2023-05-28
PROD00459,ElectroPro Audio Product 459,Electronics,Audio,ElectroPro,416.48,545.26,30.9,1.28,51,27,SUP021,True,2022-05-30
PROD00460,FashionPlus Women Product 460,Clothing,Women,FashionPlus,112.02,196.72,75.6,19.9,527,96,SUP045,False,2022-10-29
PROD00461,ModernHome Kitchen Product 461,Home & Garden,Kitchen,ModernHome,433.39,612.79,41.4,40.38,410,44,SUP046,True,2020-01-29
PROD00462,ModernHome Storage Product 462,Home & Garden,Storage,ModernHome,369.38,624.58,69.1,19.53,615,97,SUP012,True,2023-10-05
PROD00463,ElectroPro Accessories Product 463,Electronics,Accessories,ElectroPro,137.53,188.83,37.3,9.95,448,32,SUP036,True,2024-06-27
PROD00464,HomeEssentials Garden Product 464,Home & Garden,Garden,HomeEssentials,303.86,466.36,53.5,17.27,163,20,SUP032,False,2022-02-18
PROD00465,SmartTech Audio Product 465,Electronics,Audio,SmartTech,483.32,684.81,41.7,42.33,300,14,SUP027,True,2021-02-14
PROD00466,SmartTech Computers Product 466,Electronics,Computers,SmartTech,498.24,650.16,30.5,47.61,686,40,SUP018,True,2022-04-23
PROD00467,TechCorp Mobile Product 467,Electronics,Mobile,TechCorp,152.85,248.75,62.7,21.02,376,44,SUP006,True,2022-07-30
PROD00468,DigiWorld Mobile Product 468,Electronics,Mobile,DigiWorld,224.12,360.9,61.0,27.77,760,10,SUP043,True,2024-11-26
PROD00469,TechCorp Audio Product 469,Electronics,Audio,TechCorp,125.0,194.84,55.9,12.91,383,16,SUP024,True,2021-06-18
PROD00470,UrbanStyle Sports Product 470,Clothing,Sports,UrbanStyle,493.02,786.18,59.5,27.28,497,43,SUP002,True,2021-11-13
PROD00471,TrendyWear Men Product 471,Clothing,Men,TrendyWear,59.03,94.51,60.1,20.31,883,75,SUP008,True,2022-02-08
PROD00472,UrbanStyle Accessories Product 472,Clothing,Accessories,UrbanStyle,485.58,853.29,75.7,36.91,451,37,SUP014,False,2022-01-13
PROD00473,ModernHome Furniture Product 473,Home & Garden,Furniture,ModernHome,406.84,720.02,77.0,16.87,388,45,SUP006,False,2023-10-16
PROD00474,GardenPro Garden Product 474,Home & Garden,Garden,GardenPro,160.69,231.84,44.3,2.27,720,23,SUP023,True,2021-12-20
PROD00475,GardenPro Storage Product 475,Home & Garden,Storage,GardenPro,271.03,356.67,31.6,13.41,660,47,SUP036,True,2023-12-17
PROD00476,DigiWorld Computers Product 476,Electronics,Computers,DigiWorld,479.21,752.86,57.1,28.54,714,93,SUP039,False,2024-04-22
PROD00477,StyleHub Kids Product 477,Clothing,Kids,StyleHub,224.86,373.65,66.2,30.68,609,60,SUP048,True,2024-05-04
PROD00478,FashionPlus Men Product 478,Clothing,Men,FashionPlus,142.06,245.57,72.9,11.11,26,21,SUP040,True,2024-05-04
PROD00479,FashionPlus Kids Product 479,Clothing,Kids,FashionPlus,104.24,185.89,78.3,23.63,102,87,SUP025,True,2021-08-06
PROD00480,DigiWorld Computers Product 480,Electronics,Computers,DigiWorld,184.04,268.1,45.7,45.55,407,85,SUP042,False,2021-05-12
PROD00481,ModernHome Decor Product 481,Home & Garden,Decor,ModernHome,391.29,650.65,66.3,49.72,638,81,SUP033,False,2024-05-13
PROD00482,ElectroPro Audio Product 482,Electronics,Audio,ElectroPro,60.5,93.88,55.2,43.2,487,37,SUP008,True,2022-10-16
PROD00483,TrendyWear Men Product 483,Clothing,Men,TrendyWear,275.16,449.16,63.2,29.71,964,61,SUP012,False,2022-12-06
PROD00484,GadgetMax Mobile Product 484,Electronics,Mobile,GadgetMax,289.47,424.41,46.6,15.68,545,73,SUP013,True,2020-04-20
PROD00485,TrendyWear Men Product 485,Clothing,Men,TrendyWear,268.62,450.02,67.5,37.25,866,92,SUP044,True,2020-09-24
PROD00486,GadgetMax Video Product 486,Electronics,Video,GadgetMax,361.94,475.6,31.4,22.56,34,42,SUP040,True,2022-11-09
PROD00487,StyleHub Accessories Product 487,Clothing,Accessories,StyleHub,184.66,260.37,41.0,15.96,581,80,SUP005,True,2024-10-22
PROD00488,ModernHome Decor Product 488,Home & Garden,Decor,ModernHome,223.62,300.49,34.4,43.53,409,63,SUP003,True,2023-04-29
PROD00489,CozyLiving Storage Product 489,Home & Garden,Storage,CozyLiving,35.37,51.18,44.7,32.27,530,34,SUP046,False,2022-03-29
PROD00490,CozyLiving Kitchen Product 490,Home & Garden,Kitchen,CozyLiving,246.07,325.02,32.1,23.45,749,31,SUP021,True,2020-03-19
PROD00491,StyleHub Accessories Product 491,Clothing,Accessories,StyleHub,344.36,493.29,43.2,3.37,985,19,SUP001,True,2020-09-17
PROD00492,FashionPlus Kids Product 492,Clothing,Kids,FashionPlus,178.5,262.24,46.9,14.32,963,55,SUP050,True,2022-07-04
PROD00493,ComfortFit Accessories Product 493,Clothing,Accessories,ComfortFit,366.35,636.93,73.9,48.13,908,20,SUP004,False,2022-01-25
PROD00494,GardenPro Storage Product 494,Home & Garden,Storage,GardenPro,321.05,544.52,69.6,2.3,36,72,SUP012,True,2021-07-01
PROD00495,DigiWorld Computers Product 495,Electronics,Computers,DigiWorld,132.43,217.38,64.1,27.62,358,13,SUP013,True,2022-11-02
PROD00496,NaturalStyle Storage Product 496,Home & Garden,Storage,NaturalStyle,235.2,401.88,70.9,1.48,110,36,SUP041,False,2022-05-22
PROD00497,ElectroPro Video Product 497,Electronics,Video,ElectroPro,420.45,615.62,46.4,48.17,968,65,SUP019,True,2023-07-18
PROD00498,HomeEssentials Furniture Product 498,Home & Garden,Furniture,HomeEssentials,279.3,474.86,70.0,26.09,734,57,SUP027,True,2021-05-08
PROD00499,StyleHub Accessories Product 499,Clothing,Accessories,StyleHub,474.57,734.4,54.8,5.91,546,59,SUP004,True,2023-02-17
PROD00500,TrendyWear Women Product 500,Clothing,Women,TrendyWear,124.74,197.01,57.9,23.82,335,49,SUP011,True,2021-10-27
