customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,num_admin_tickets,num_tech_tickets,churn
CHURN02469,Female,0,No,Yes,6,No,No phone service,No,Yes,No internet service,No,No,Yes,No,Two year,No,Mailed check,57.61,288.69,10,0,No
CHURN02470,Male,0,Yes,Yes,28,Yes,No phone service,DSL,Yes,No internet service,No,No,No,No,Two year,No,Credit card,198.1,5005.09,3,3,No
CHURN02471,Female,0,Yes,Yes,50,No,Yes,DSL,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,140.48,5916.68,1,5,Yes
CHURN02472,Female,0,Yes,No,21,No,No,DSL,No,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Electronic check,116.12,2221.61,7,2,Yes
CHURN02473,Female,0,Yes,No,15,No,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,35.25,606.63,5,6,Yes
CHURN02474,Female,0,No,No,31,No,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,58.1,1605.05,2,0,Yes
CHURN02475,Male,0,Yes,Yes,46,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No internet service,No internet service,Two year,No,Bank transfer,176.4,9338.66,7,4,No
CHURN02476,Male,1,No,No,54,No,No,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,39.84,1828.01,3,9,Yes
CHURN02477,Female,0,No,Yes,50,Yes,No phone service,No,Yes,No,No,No internet service,No,No,One year,Yes,Mailed check,145.56,7895.25,4,2,No
CHURN02478,Male,0,No,No,55,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,One year,No,Bank transfer,196.42,12180.68,3,2,No
CHURN02479,Male,1,No,Yes,20,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,No,Two year,No,Credit card,35.56,798.53,10,11,Yes
CHURN02480,Male,0,No,Yes,23,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,145.11,2756.4,4,12,No
CHURN02481,Male,1,Yes,Yes,27,No,No,No,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,No,Bank transfer,69.87,1666.84,2,12,Yes
CHURN02482,Female,1,Yes,Yes,66,No,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,No,Month-to-month,No,Electronic check,197.04,11107.49,5,4,Yes
CHURN02483,Female,1,Yes,No,70,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Electronic check,174.99,10202.66,9,12,No
CHURN02484,Female,0,No,Yes,6,No,No phone service,DSL,No internet service,Yes,No internet service,No,No,No internet service,One year,Yes,Credit card,34.66,205.69,3,5,No
CHURN02485,Male,0,No,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,129.17,3700.9,4,1,Yes
CHURN02486,Male,0,No,Yes,50,Yes,No phone service,DSL,No,No internet service,Yes,Yes,Yes,Yes,Two year,No,Bank transfer,39.96,1671.98,2,4,No
CHURN02487,Male,0,Yes,Yes,51,Yes,No phone service,DSL,Yes,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card,54.17,3038.95,4,10,No
CHURN02488,Male,0,Yes,No,1,No,Yes,DSL,No internet service,No,No internet service,Yes,Yes,Yes,One year,No,Mailed check,63.04,62.67,3,13,Yes
CHURN02489,Female,0,No,Yes,23,No,No,DSL,No internet service,No internet service,Yes,Yes,No,No,One year,Yes,Electronic check,180.79,4069.58,8,12,Yes
CHURN02490,Female,0,Yes,Yes,57,No,No,No,Yes,Yes,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,125.04,7318.04,0,4,No
CHURN02491,Female,1,No,Yes,8,No,Yes,No,No,No internet service,Yes,No,No,No,Two year,Yes,Electronic check,91.9,808.93,8,3,No
CHURN02492,Female,1,No,Yes,41,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,23.95,1027.8,8,13,No
CHURN02493,Female,0,Yes,No,54,No,Yes,DSL,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Credit card,68.74,3882.72,9,7,No
CHURN02494,Male,0,Yes,No,59,No,No phone service,DSL,Yes,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card,64.93,4500.14,10,10,No
CHURN02495,Male,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card,109.0,361.43,0,5,Yes
CHURN02496,Female,0,Yes,Yes,57,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,No,No internet service,One year,No,Electronic check,141.15,7588.03,6,10,Yes
CHURN02497,Female,0,No,No,33,No,No,Fiber optic,Yes,No,Yes,No,No,No internet service,Two year,Yes,Mailed check,197.3,5333.7,8,0,No
CHURN02498,Female,0,No,No,1,No,Yes,No,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Credit card,176.21,146.92,7,6,No
CHURN02499,Male,0,No,No,7,No,Yes,No,No internet service,Yes,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,163.28,1177.21,6,14,Yes
CHURN02500,Male,0,Yes,Yes,25,No,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,124.85,2889.03,5,15,No
CHURN02501,Male,0,No,No,63,Yes,No,Fiber optic,No,No,No,No,No,No internet service,One year,Yes,Bank transfer,87.6,5996.22,0,5,No
CHURN02502,Female,0,No,Yes,68,No,No phone service,No,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,142.75,8369.02,1,2,No
CHURN02503,Male,0,No,Yes,6,No,Yes,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Month-to-month,No,Credit card,179.0,995.9,3,14,Yes
CHURN02504,Female,1,Yes,No,19,No,Yes,No,No internet service,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,47.43,974.94,5,0,No
CHURN02505,Female,0,Yes,No,53,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,21.52,1353.61,9,6,No
CHURN02506,Female,0,No,Yes,46,Yes,Yes,No,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,155.93,6460.53,2,6,Yes
CHURN02507,Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No,Month-to-month,No,Electronic check,74.29,3195.22,0,11,No
CHURN02508,Male,0,Yes,Yes,48,No,No phone service,No,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,52.25,2556.39,7,11,No
CHURN02509,Male,0,No,Yes,8,No,No phone service,DSL,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,26.3,241.8,10,1,Yes
CHURN02510,Male,0,Yes,No,32,Yes,No,No,No internet service,No,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,181.68,5627.79,4,12,Yes
CHURN02511,Female,0,No,Yes,39,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,No,Bank transfer,162.9,5377.81,8,7,No
CHURN02512,Male,0,Yes,No,71,Yes,Yes,No,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer,25.05,1455.26,10,11,No
CHURN02513,Male,1,No,Yes,49,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Two year,Yes,Credit card,158.95,7616.88,0,2,No
CHURN02514,Male,1,Yes,Yes,5,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,Yes,Two year,No,Bank transfer,148.85,840.43,9,9,No
CHURN02515,Female,1,No,No,44,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,167.32,6631.76,5,7,Yes
CHURN02516,Female,0,Yes,No,61,No,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card,66.56,3704.92,2,9,No
CHURN02517,Male,0,Yes,Yes,18,Yes,No,No,Yes,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,92.17,1575.48,10,6,Yes
CHURN02518,Male,0,Yes,Yes,31,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,104.92,3644.82,6,3,Yes
CHURN02519,Male,1,Yes,No,18,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,One year,Yes,Mailed check,69.78,1342.17,10,8,No
CHURN02520,Female,0,Yes,No,16,No,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,156.44,2353.7,9,1,Yes
CHURN02521,Female,0,No,No,38,Yes,No,No,No,Yes,Yes,No internet service,Yes,Yes,One year,No,Credit card,171.59,6939.31,4,11,No
CHURN02522,Female,0,Yes,Yes,42,No,No phone service,No,Yes,No,No,Yes,Yes,No internet service,One year,Yes,Electronic check,96.44,3564.09,1,7,No
CHURN02523,Female,0,No,Yes,10,No,No,DSL,No internet service,No,No,No internet service,No,No,One year,No,Electronic check,114.6,1163.83,2,4,No
CHURN02524,Female,0,Yes,No,10,Yes,No phone service,DSL,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,100.54,925.76,2,0,Yes
CHURN02525,Male,0,No,No,29,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,141.72,4283.56,10,0,No
CHURN02526,Male,0,Yes,Yes,2,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,78.85,126.32,9,8,Yes
CHURN02527,Male,0,Yes,No,29,Yes,Yes,DSL,No,No,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,128.63,4424.97,5,2,Yes
CHURN02528,Male,0,No,No,19,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,Yes,One year,No,Bank transfer,146.38,2302.14,3,4,No
CHURN02529,Male,0,Yes,No,42,No,No phone service,DSL,No internet service,No,No internet service,No,No internet service,No,Two year,Yes,Bank transfer,90.93,4059.05,0,7,No
CHURN02530,Male,0,No,Yes,38,No,No phone service,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,No,Electronic check,67.16,2189.99,9,7,Yes
CHURN02531,Male,0,No,Yes,11,No,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,One year,No,Bank transfer,56.75,508.2,0,0,No
CHURN02532,Male,1,Yes,Yes,4,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,145.93,667.72,2,8,Yes
CHURN02533,Male,1,Yes,No,17,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,26.43,482.68,8,0,Yes
CHURN02534,Female,1,Yes,Yes,35,Yes,Yes,DSL,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,131.74,4645.22,3,3,No
CHURN02535,Male,1,Yes,No,29,Yes,No,No,Yes,No,No,Yes,No internet service,No internet service,Two year,No,Mailed check,22.01,584.04,9,4,No
CHURN02536,Male,0,Yes,No,70,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No,No,Two year,Yes,Credit card,44.88,3345.11,0,6,No
CHURN02537,Male,0,No,Yes,30,Yes,No phone service,No,No,No internet service,No internet service,Yes,No,No,Month-to-month,No,Mailed check,142.6,4218.81,7,13,Yes
CHURN02538,Male,1,Yes,No,20,No,No,DSL,No,No,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,57.84,1193.63,10,2,No
CHURN02539,Female,1,No,No,3,No,Yes,No,No,No,Yes,Yes,No internet service,Yes,One year,No,Electronic check,32.6,106.42,0,2,Yes
CHURN02540,Male,1,No,Yes,45,No,Yes,No,No,Yes,No internet service,No,No,No,Two year,No,Electronic check,73.57,3250.83,4,15,No
CHURN02541,Female,0,No,No,10,Yes,Yes,No,No internet service,Yes,Yes,No,No internet service,No,One year,No,Bank transfer,107.52,935.93,5,13,No
CHURN02542,Male,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,One year,No,Bank transfer,22.68,1030.61,6,3,No
CHURN02543,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,34.31,241.2,4,15,Yes
CHURN02544,Female,0,No,Yes,50,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,92.8,4508.3,4,9,Yes
CHURN02545,Male,1,No,No,18,No,No,No,No,No internet service,Yes,Yes,No,No,Two year,No,Electronic check,98.11,1989.16,4,13,No
CHURN02546,Male,0,Yes,No,39,No,Yes,No,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,84.5,2729.56,1,9,No
CHURN02547,Male,0,No,Yes,51,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,77.03,3529.65,0,15,No
CHURN02548,Female,0,Yes,Yes,3,No,Yes,DSL,No,No,Yes,No,No internet service,No,Two year,No,Bank transfer,96.75,333.19,4,12,Yes
CHURN02549,Female,0,No,No,31,No,Yes,DSL,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,78.27,2506.75,1,12,No
CHURN02550,Female,0,Yes,Yes,56,No,No phone service,DSL,No internet service,No,No,Yes,Yes,No,Two year,No,Credit card,193.16,10597.29,0,12,No
CHURN02551,Male,1,Yes,Yes,24,Yes,Yes,No,No,No,Yes,No internet service,No,No,Two year,Yes,Bank transfer,150.58,3093.28,3,5,No
CHURN02552,Female,1,Yes,No,50,No,No,Fiber optic,No,No,No internet service,No internet service,No,No,Two year,Yes,Mailed check,171.73,7914.02,8,7,Yes
CHURN02553,Female,0,No,Yes,1,Yes,No phone service,DSL,No internet service,No internet service,No,No,Yes,No,Two year,Yes,Credit card,123.14,108.48,1,4,Yes
CHURN02554,Female,0,No,No,63,No,No phone service,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Two year,No,Credit card,179.28,10782.61,2,12,No
CHURN02555,Female,0,Yes,Yes,44,No,Yes,Fiber optic,No internet service,No,No,No,Yes,No,One year,Yes,Bank transfer,138.34,5064.73,3,13,No
CHURN02556,Male,0,Yes,Yes,41,Yes,No,Fiber optic,No,No,Yes,Yes,No,No internet service,Two year,Yes,Credit card,60.12,2306.0,7,6,No
CHURN02557,Female,0,No,Yes,18,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,169.4,2895.9,9,10,Yes
CHURN02558,Female,0,Yes,Yes,39,No,Yes,DSL,No internet service,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,39.12,1291.75,1,11,No
CHURN02559,Male,1,Yes,Yes,29,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card,135.02,4090.33,8,8,Yes
CHURN02560,Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,No,Two year,No,Credit card,129.15,2961.97,8,11,Yes
CHURN02561,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,Two year,Yes,Mailed check,118.55,2787.94,3,4,No
CHURN02562,Female,1,Yes,No,59,No,No,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,No,Credit card,116.18,6740.57,8,2,No
CHURN02563,Male,1,Yes,No,25,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,66.08,1552.61,6,6,No
CHURN02564,Male,0,Yes,No,51,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,120.85,6491.46,6,0,No
CHURN02565,Female,0,Yes,No,63,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,168.95,9162.03,7,9,Yes
CHURN02566,Female,1,No,No,68,No,No,No,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,42.79,3095.85,0,2,No
CHURN02567,Female,0,No,No,69,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,75.16,5883.35,7,15,No
CHURN02568,Female,0,Yes,Yes,5,No,Yes,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card,182.43,920.83,1,7,Yes
CHURN02569,Male,0,No,No,39,No,No phone service,No,No internet service,No internet service,No,Yes,No,No internet service,Two year,Yes,Electronic check,157.94,6281.27,9,7,No
CHURN02570,Male,0,No,Yes,72,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,88.21,5512.98,0,2,No
CHURN02571,Female,1,Yes,Yes,61,No,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,138.7,8394.6,3,10,Yes
CHURN02572,Male,0,Yes,No,40,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,No,Two year,Yes,Bank transfer,101.74,4714.17,4,7,No
CHURN02573,Male,1,Yes,No,57,No,Yes,DSL,No internet service,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,186.43,10222.9,2,7,No
CHURN02574,Male,1,No,No,59,No,No phone service,No,No,No internet service,No,No internet service,Yes,No,Two year,Yes,Electronic check,78.98,3934.65,1,4,No
CHURN02575,Male,0,Yes,No,69,No,Yes,No,Yes,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer,35.59,2253.02,5,12,No
CHURN02576,Female,0,Yes,No,47,No,No phone service,No,No internet service,No internet service,Yes,No internet service,No,Yes,One year,Yes,Credit card,133.54,7387.59,3,15,No
CHURN02577,Male,1,No,Yes,72,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,52.19,4063.3,9,1,Yes
CHURN02578,Female,0,Yes,Yes,63,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,No,Two year,No,Bank transfer,55.05,3744.13,0,9,No
CHURN02579,Male,0,Yes,No,31,Yes,Yes,DSL,No internet service,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,116.68,2942.38,2,13,Yes
CHURN02580,Male,0,No,No,7,Yes,Yes,No,No,No,Yes,No,No internet service,No,One year,Yes,Bank transfer,121.15,962.0,3,1,No
CHURN02581,Female,0,No,No,3,Yes,No phone service,No,No internet service,No internet service,Yes,No,Yes,No,One year,Yes,Credit card,149.84,482.19,4,7,Yes
CHURN02582,Female,0,No,No,71,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,Two year,Yes,Bank transfer,162.35,13018.71,5,7,No
CHURN02583,Male,0,Yes,Yes,60,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,Two year,Yes,Electronic check,116.66,6037.96,7,8,Yes
CHURN02584,Male,0,Yes,Yes,44,No,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,No internet service,Two year,Yes,Bank transfer,110.91,3907.16,6,13,No
CHURN02585,Male,1,Yes,Yes,43,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer,84.51,3415.49,6,6,Yes
CHURN02586,Female,0,No,Yes,24,No,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,130.26,3192.87,10,4,No
CHURN02587,Male,0,Yes,Yes,57,Yes,Yes,DSL,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,96.73,5862.67,9,3,Yes
CHURN02588,Male,0,No,Yes,12,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No internet service,One year,No,Mailed check,187.54,2145.41,1,3,No
CHURN02589,Male,0,Yes,Yes,72,No,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,91.32,5947.45,7,15,Yes
CHURN02590,Female,0,Yes,No,13,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,91.21,1187.04,2,9,Yes
CHURN02591,Male,0,No,Yes,37,Yes,No phone service,No,No internet service,No,No,No,No,No,One year,No,Credit card,93.12,3189.65,8,7,No
CHURN02592,Male,1,No,Yes,64,No,Yes,No,No,No,No internet service,No,No,Yes,Month-to-month,No,Credit card,71.86,4736.31,10,3,No
CHURN02593,Male,1,Yes,Yes,1,No,Yes,DSL,No,No,Yes,Yes,No internet service,Yes,Two year,Yes,Credit card,21.32,24.84,7,5,No
CHURN02594,Female,0,No,No,52,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,One year,No,Electronic check,48.93,2796.23,6,0,No
CHURN02595,Male,0,No,Yes,12,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Mailed check,187.24,2310.3,2,5,No
CHURN02596,Male,0,No,No,37,No,No,No,Yes,No,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer,97.19,3127.47,4,7,No
CHURN02597,Male,1,No,Yes,19,No,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer,181.12,3776.03,8,14,No
CHURN02598,Female,1,No,No,60,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,27.94,1363.93,10,11,Yes
CHURN02599,Male,0,No,No,28,No,Yes,No,Yes,No,No internet service,Yes,Yes,No internet service,Two year,No,Mailed check,119.04,3848.05,8,11,No
CHURN02600,Male,0,No,Yes,63,No,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,Two year,No,Electronic check,195.28,13134.89,0,5,No
CHURN02601,Male,0,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No internet service,One year,No,Mailed check,140.95,6649.23,2,11,No
CHURN02602,Female,0,Yes,No,43,No,Yes,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Two year,Yes,Mailed check,69.0,2935.8,10,1,No
CHURN02603,Female,0,Yes,No,24,No,No,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,22.69,496.86,6,9,Yes
CHURN02604,Male,0,Yes,Yes,11,No,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,Two year,No,Credit card,78.51,791.1,7,9,No
CHURN02605,Male,1,Yes,No,45,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Two year,Yes,Credit card,72.85,3400.66,10,1,No
CHURN02606,Male,0,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,192.98,10561.38,5,0,Yes
CHURN02607,Male,1,Yes,Yes,59,No,No,No,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,35.06,2434.78,10,4,No
CHURN02608,Female,0,Yes,Yes,16,No,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Bank transfer,65.7,1237.07,5,1,No
CHURN02609,Male,0,No,No,47,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Bank transfer,48.31,2264.3,2,13,Yes
CHURN02610,Female,1,No,Yes,39,No,Yes,No,No,No,No,No internet service,No internet service,Yes,One year,Yes,Mailed check,47.21,1718.8,7,1,No
CHURN02611,Male,0,No,Yes,40,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,119.13,4117.49,8,8,No
CHURN02612,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No,Two year,No,Credit card,154.67,593.03,1,8,Yes
CHURN02613,Female,1,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No internet service,Two year,No,Credit card,94.55,2151.53,1,9,No
CHURN02614,Female,0,Yes,No,8,Yes,No phone service,No,No,No internet service,No,No internet service,No internet service,No,Two year,Yes,Electronic check,84.6,793.56,9,3,No
CHURN02615,Female,0,No,Yes,35,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,45.73,1646.97,7,2,Yes
CHURN02616,Female,1,Yes,No,50,Yes,No,DSL,No,No,No internet service,Yes,No internet service,No internet service,Two year,Yes,Credit card,20.39,1141.18,10,8,No
CHURN02617,Male,1,No,Yes,71,Yes,Yes,DSL,Yes,Yes,No,No internet service,No,No internet service,One year,No,Credit card,52.56,4372.87,3,7,No
CHURN02618,Female,0,No,Yes,36,No,Yes,Fiber optic,Yes,No,Yes,Yes,No,No internet service,One year,Yes,Bank transfer,44.84,1368.32,1,3,No
CHURN02619,Female,0,Yes,Yes,29,No,Yes,No,No,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card,31.6,789.01,10,1,No
CHURN02620,Female,0,No,No,54,Yes,No,No,No,No internet service,No,No,Yes,Yes,One year,Yes,Electronic check,43.77,2599.63,6,12,No
CHURN02621,Male,0,Yes,No,62,No,No phone service,No,No internet service,Yes,Yes,Yes,No internet service,Yes,Two year,No,Mailed check,23.49,1267.56,8,4,No
CHURN02622,Male,1,No,No,56,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card,152.62,7958.2,5,2,No
CHURN02623,Female,0,No,Yes,2,No,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,Yes,One year,Yes,Credit card,114.39,239.35,3,12,Yes
CHURN02624,Male,0,No,Yes,62,Yes,No phone service,DSL,Yes,No,No internet service,No,No,Yes,One year,No,Bank transfer,183.36,11748.82,4,14,No
CHURN02625,Male,0,Yes,No,3,No,Yes,No,Yes,Yes,No internet service,No,Yes,No,One year,No,Electronic check,30.5,89.47,0,3,No
CHURN02626,Female,0,Yes,No,63,No,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,One year,No,Mailed check,123.8,8917.92,0,14,No
CHURN02627,Male,0,Yes,No,65,Yes,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,120.17,7702.99,0,0,No
CHURN02628,Female,0,Yes,No,62,No,No,Fiber optic,Yes,No,Yes,No internet service,No,No,One year,No,Mailed check,173.87,11577.23,7,9,No
CHURN02629,Female,0,No,No,24,No,Yes,DSL,Yes,No internet service,Yes,Yes,No,No,One year,Yes,Bank transfer,193.22,4165.98,10,11,No
CHURN02630,Female,1,No,Yes,4,No,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Two year,No,Electronic check,161.67,725.77,3,9,No
CHURN02631,Female,0,Yes,Yes,43,No,No phone service,DSL,No internet service,No internet service,No internet service,No,Yes,No internet service,One year,No,Credit card,46.88,1719.68,8,3,Yes
CHURN02632,Female,0,No,No,67,No,Yes,No,No internet service,No internet service,No,Yes,No internet service,No internet service,Two year,Yes,Mailed check,87.1,5485.51,7,9,No
CHURN02633,Female,1,Yes,No,40,Yes,No,DSL,No internet service,Yes,No,No,No,Yes,Two year,No,Bank transfer,77.03,3463.11,4,0,No
CHURN02634,Female,0,No,No,33,No,No phone service,No,No,No internet service,Yes,No internet service,No,No internet service,One year,Yes,Mailed check,193.91,5183.36,2,9,No
CHURN02635,Female,0,Yes,Yes,10,No,No,No,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,46.34,426.76,6,15,Yes
CHURN02636,Female,0,No,No,9,Yes,Yes,No,Yes,No,Yes,Yes,No internet service,No internet service,One year,Yes,Bank transfer,145.83,1374.67,0,9,Yes
CHURN02637,Male,1,No,Yes,39,Yes,No,DSL,No internet service,No,No,Yes,No,Yes,Two year,No,Bank transfer,40.97,1503.46,7,2,No
